Date/Time,Time,CPU Usage,Temperature
2017-05-01,17:31:20,2.9,71.4
2017-05-01,17:31:41,2,70.4
2017-05-01,17:32:03,2.7,70.9
2017-05-01,17:32:24,2.9,70.4
2017-05-01,17:32:46,3.1,69.8
2017-05-01,17:33:08,3.1,70.4
2017-04-10,18:29:06,9.2,58
2017-04-10,18:29:37,2.3,57.5
2017-04-10,18:30:08,2,56.9
2017-04-10,18:30:40,2.1,58
2017-04-10,18:31:11,2.4,59.1
2017-04-10,18:31:42,1.9,58.5
2017-04-10,18:32:14,2.6,59.1
2017-04-10,18:32:45,2.3,60.1
2017-04-10,18:33:16,2.1,59.6
2017-04-10,18:33:47,2.4,60.1
2017-04-10,18:34:18,1.9,60.1
2017-04-10,18:34:50,2.3,60.1
2017-04-10,18:38:29,1.8,61.8
2017-04-10,18:39:00,2.6,61.8
2017-04-10,18:39:32,2.5,62.8
2017-04-10,18:40:03,2.4,61.2
2017-04-10,18:40:34,2.3,62.3
2017-04-10,18:45:47,1.9,62.3
2017-04-10,18:46:18,2.3,63.4
2017-04-10,18:46:50,1.9,62.3
2017-04-10,18:47:21,2.4,63.4
2017-04-10,18:57:14,2.2,63.9
2017-04-10,18:57:46,2,63.4
2017-04-10,18:58:17,2.4,64.5
2017-04-10,18:58:48,2.6,64.5
2017-04-10,18:59:19,1.9,63.4
2017-04-10,18:59:50,2.3,63.9
2017-04-10,19:00:22,2.7,63.4
2017-04-10,19:00:53,2.1,63.4
2017-04-10,19:01:24,2.7,64.5
2017-04-10,19:01:55,1.8,63.4
2017-04-10,19:02:27,2.1,63.9
2017-04-10,19:02:58,2.5,64.5
2017-04-10,19:03:29,1.9,63.4
2017-04-10,19:04:01,2.5,63.4
2017-04-10,19:04:32,2.3,64.5
2017-04-10,19:05:03,2.1,63.4
2017-04-10,19:05:35,2.6,65
2017-04-10,19:06:06,2.2,63.4
2017-04-10,19:06:37,2.5,63.4
2017-04-10,19:07:08,2.7,65.5
2017-04-10,19:07:39,1.7,63.9
2017-04-10,19:08:10,2.3,64.5
2017-04-10,19:08:42,2.3,63.9
2017-04-10,19:09:13,2.1,63.4
2017-04-10,19:09:44,2.2,64.5
2017-04-10,19:10:16,2.4,63.4
2017-04-10,19:10:47,2.4,63.9
2017-04-10,19:11:18,2.2,65
2017-04-10,19:11:50,2.2,63.4
2017-04-10,19:12:21,2.5,63.9
2017-04-10,19:12:52,1.9,63.9
2017-04-10,19:13:23,2.5,63.4
2017-04-10,19:13:54,2.5,64.5
2017-04-10,19:14:25,1.8,63.4
2017-04-10,19:14:57,2.5,63.9
2017-04-10,19:15:28,2.4,65
2017-04-10,19:15:59,2,63.4
2017-04-10,19:16:31,2.4,63.4
2017-04-10,19:17:02,2.2,63.4
2017-04-10,19:17:33,1.9,63.4
2017-04-10,19:18:04,3.1,64.5
2017-04-10,19:25:54,2.5,63.4
2017-04-10,19:26:25,2.3,63.4
2017-04-10,19:26:57,1.9,62.8
2017-04-10,19:32:46,2.3,64.5
2017-04-10,19:33:18,1.9,63.4
2017-04-10,19:33:50,2.3,63.4
2017-04-10,19:34:22,2.6,64.5
2017-04-10,19:34:54,1.8,62.8
2017-04-10,19:35:27,2,63.9
2017-04-10,19:40:16,1.8,63.4
2017-04-10,19:40:48,2.4,63.4
2017-04-10,19:41:20,2.4,64.5
2017-04-10,19:41:53,2.4,64.5
2017-04-10,19:42:24,1.9,63.4
2017-04-10,19:42:56,2.4,63.9
2017-05-03,21:47:06,1,49.4
2017-05-03,21:47:28,1.9,56.9
2017-05-03,21:47:49,1.9,58
2017-05-03,21:48:11,1.8,56.4
2017-05-03,21:48:32,1.9,55.8
2017-05-03,21:48:54,2,59.1
2017-05-03,21:49:15,2.4,60.1
2017-05-03,21:49:37,1.9,59.1
2017-05-03,21:49:58,2,63.4
2017-05-03,21:50:20,2.4,63.4
2017-05-03,21:50:42,2.7,65
2017-05-03,21:51:03,2.6,65.5
2017-05-03,21:51:25,2.8,67.1
2017-05-03,21:51:46,2.9,67.7
2017-05-03,21:52:08,2.8,68.2
2017-05-03,21:52:29,2.8,68.8
2017-05-03,21:52:50,2.8,65.5
2017-05-03,21:53:12,2.8,65.5
2017-05-03,21:53:34,2.7,65
2017-05-03,21:53:55,2.5,63.4
2017-05-03,21:54:17,2,63.4
2017-05-03,21:54:39,2.7,67.1
2017-05-03,21:55:00,2.7,67.1
2017-05-03,21:55:22,2.9,69.8
2017-05-03,21:55:43,7.7,70.9
2017-05-03,21:56:05,5,66.6
2017-05-03,21:56:48,5.6,66.1
2017-05-03,21:57:21,5.3,65.5
2017-05-03,21:57:43,5.3,67.7
2017-05-03,21:58:04,7.5,72.5
2017-05-03,21:58:26,7,69.8
2017-05-03,21:58:47,7.2,70.4
2017-05-03,21:59:09,6.9,69.8
2017-05-03,21:59:30,6.9,67.7
2017-05-03,21:59:52,6.7,66.6
2017-05-03,22:00:13,6.8,69.3
2017-05-03,22:00:35,7,70.9
2017-05-03,22:00:56,7.4,73.1
2017-05-03,22:01:18,7.3,72.5
2017-05-03,22:02:14,7,68.8
2017-05-03,22:02:35,6.9,67.7
2017-05-03,22:02:57,6.9,67.1
2017-05-03,22:03:19,6.8,70.9
2017-05-03,22:03:40,7,71.4
2017-05-03,22:04:02,7.2,73.1
2017-05-03,22:04:23,7.2,74.1
2017-05-03,22:04:45,7.5,73.6
2017-05-03,22:05:06,7.6,74.1
2017-05-03,22:05:28,7.6,74.7
2017-05-03,22:05:50,7.5,75.2
2017-05-03,22:06:11,7.4,75.2
2017-05-03,22:06:32,7.6,75.2
2017-05-03,22:06:54,7.6,76.3
2017-05-03,22:07:15,7.8,75.2
2017-05-03,22:07:37,9,77.9
2017-05-03,22:07:58,8.9,76.3
2017-05-03,22:08:20,8.6,76.3
2017-05-03,22:08:41,8.5,76.3
2017-05-03,22:09:03,8.4,76.3
2017-05-03,22:09:25,8.4,76.3
2017-05-03,22:09:46,8.4,76.8
2017-05-03,22:10:07,8.2,74.7
2017-05-03,22:10:29,8.4,78.4
2017-05-03,22:10:50,8.4,76.3
2017-05-03,22:11:12,8.1,75.8
2017-05-03,22:11:34,8.2,76.3
2017-05-03,22:11:56,8.1,76.3
2017-05-03,22:12:17,7.9,76.3
2017-05-03,22:12:39,7.9,76.3
2017-05-03,22:13:00,8,76.8
2017-05-03,22:13:21,7.5,70.9
2017-05-03,22:13:43,7.5,73.1
2017-05-03,22:14:05,7.6,70.9
2017-05-03,22:14:27,7.2,69.8
2017-05-03,22:14:48,7.3,67.7
2017-05-03,22:15:09,7.2,68.2
2017-05-03,22:15:31,6.9,67.7
2017-05-03,22:15:52,6.8,67.7
2017-05-03,22:16:13,6.9,67.1
2017-05-03,22:16:35,6.9,66.1
2017-05-03,22:16:56,6.8,66.6
2017-05-03,22:17:18,2.7,65.5
2017-05-03,22:17:39,2.8,66.6
2017-05-03,22:18:00,2.8,65.5
2017-05-03,22:18:22,2.5,65
2017-05-03,22:18:44,2.7,65.5
2017-05-03,22:19:05,2.7,65.5
2017-05-03,22:19:26,2.7,66.1
2017-05-03,22:19:48,2.3,65.5
2017-05-03,22:20:09,2.3,65.5
2017-05-03,22:20:30,2.2,65.5
2017-05-03,22:20:51,2,65
2017-05-03,22:21:13,2,65.5
2017-05-03,22:21:34,2.4,64.5
2017-05-03,22:21:55,2.4,64.5
2017-05-03,22:22:16,2.9,65
2017-05-03,22:22:38,2.8,65.5
2017-05-03,22:22:59,2.7,65
2017-05-03,22:23:20,2.7,64.5
2017-05-03,22:23:43,2.5,64.5
2017-05-03,22:24:04,2.5,65
2017-05-03,22:24:26,2.3,64.5
2017-05-03,22:24:47,2.3,65
2017-05-03,22:25:09,2,63.4
2017-05-03,22:25:30,2,63.9
2017-05-03,22:25:51,2.4,63.4
2017-05-03,22:26:13,2.5,64.5
2017-05-03,22:26:34,2.6,65
2017-05-03,22:26:55,2.4,63.4
2017-05-03,22:27:17,2.8,63.9
2017-05-03,22:27:38,2.6,63.4
2017-05-03,22:27:59,2.7,63.4
2017-05-03,22:28:21,2.1,64.5
2017-05-03,22:28:42,2.5,63.4
2017-05-03,22:29:03,2.6,63.4
2017-05-03,22:29:24,2.7,63.9
2017-05-03,22:29:46,2.9,64.5
2017-05-03,22:30:07,2.5,63.4
2017-05-03,22:30:29,2.7,63.4
2017-05-03,22:30:50,2.5,63.9
2017-05-03,22:31:11,2.6,63.4
2017-05-03,22:31:33,2.5,64.5
2017-05-03,22:31:54,2.3,63.4
2017-05-03,22:32:15,2.1,63.4
2017-05-03,22:32:36,2.1,63.9
2017-05-03,22:32:58,2.5,64.5
2017-05-03,22:33:19,2.4,64.5
2017-05-03,22:33:40,2.6,64.5
2017-05-03,22:34:02,2.8,63.4
2017-05-03,22:34:23,2.7,63.4
2017-05-03,22:34:44,2.6,65
2017-05-03,22:35:06,2.2,64.5
2017-05-03,22:35:27,2.1,63.4
2017-05-03,22:35:49,1.9,63.4
2017-05-03,22:36:10,1.5,63.9
2017-05-03,22:36:31,1.5,64.5
2017-05-03,22:36:53,1.9,63.4
2017-05-03,22:37:14,2,63.4
2017-05-03,22:37:35,2.5,63.9
2017-05-03,22:37:56,2.6,64.5
2017-05-03,22:38:18,2.7,65
2017-05-03,22:38:39,2.8,63.9
2017-05-03,22:39:00,2,63.4
2017-05-03,22:39:22,2.5,63.9
2017-05-03,22:39:43,2.5,63.4
2017-05-03,22:40:04,2.5,64.5
2017-05-03,22:40:25,2,63.4
2017-05-03,22:40:47,1.9,63.4
2017-05-03,22:41:08,1.8,64.5
2017-05-03,22:41:29,1.6,64.5
2017-05-03,22:41:51,1.4,63.4
2017-05-03,22:42:12,1.2,63.4
2017-05-03,22:42:33,1.2,63.4
2017-05-03,22:42:54,1.2,63.9
2017-05-03,22:43:16,1.2,64.5
2017-05-03,22:43:37,1.2,63.4
2017-05-03,22:43:58,2.2,63.4
2017-05-03,22:44:19,2.5,63.9
2017-05-03,22:44:40,2,63.9
2017-05-03,22:45:02,2,64.5
2017-05-03,22:45:23,2.1,63.4
2017-05-03,22:45:44,2.3,63.4
2017-05-03,22:46:06,2.3,63.4
2017-05-03,22:46:27,2.1,63.4
2017-05-03,22:46:48,2.2,63.4
2017-05-03,22:47:09,2.3,63.9
2017-05-03,22:47:31,2.4,63.4
2017-05-03,22:47:52,2.5,64.5
2017-05-03,22:48:13,2.1,65
2017-05-03,22:48:35,2,63.9
2017-05-03,22:48:56,2,62.8
2017-05-03,22:49:18,1.8,63.4
2017-05-03,22:49:39,1.8,65.5
2017-05-03,22:50:00,1.6,64.5
2017-05-03,22:50:22,1.4,63.4
2017-05-03,22:50:43,1.3,63.9
2017-05-03,22:51:05,1.3,63.9
2017-05-03,22:51:26,1.4,64.5
2017-05-03,22:51:47,1.5,64.5
2017-05-03,22:52:09,1.6,63.4
2017-05-03,22:52:30,1.6,62.8
2017-05-03,22:52:51,1.6,63.4
2017-05-03,22:53:13,1.6,64.5
2017-05-03,22:53:34,1.6,67.7
2017-05-03,22:53:55,2.4,72
2017-05-03,22:54:16,7.7,72
2017-05-03,22:54:38,8.5,72.5
2017-05-03,22:54:59,10,73.6
2017-05-03,22:55:21,10,73.6
2017-05-03,22:55:42,10.8,73.6
2017-05-03,22:56:03,10.6,74.1
2017-05-03,22:56:24,10.8,76.3
2017-05-03,22:56:45,12,76.3
2017-05-03,22:57:07,14,75.2
2017-05-03,22:57:28,13,75.2
2017-05-03,22:57:49,13.2,75.2
2017-05-03,22:58:10,13.5,76.3
2017-05-03,22:58:32,13.6,76.3
2017-05-03,22:58:53,13.4,75.8
2017-05-03,22:59:15,10,76.3
2017-05-03,22:59:36,11,76.3
2017-05-03,22:59:57,12.6,80.1
2017-05-03,23:00:19,12,77.4
2017-05-03,23:00:40,13,77.9
2017-05-03,23:01:01,12,77.4
2017-05-03,23:01:22,13.5,78.4
2017-05-03,23:01:44,13,77.4
2017-05-03,23:02:05,16.5,77.4
2017-05-03,23:02:47,12,78.4
2017-05-03,23:03:09,16.8,80.6
2017-05-03,23:03:30,14.8,76.8
2017-05-03,23:03:51,14.5,73.6
2017-05-03,23:04:13,19,75.8
2017-05-03,23:04:34,20,74.1
2017-05-03,23:04:55,22,74.1
2017-05-03,23:05:17,23,74.7
2017-05-03,23:05:38,18,79.5
2017-05-03,23:05:59,15.5,74.1
2017-05-03,23:06:20,16.4,73.1
2017-05-03,23:06:42,15,72
2017-05-03,23:07:04,11,70.9
2017-05-03,23:07:26,2.8,69.8
2017-05-03,23:07:47,7.7,73.1
2017-05-03,23:08:08,7.8,77.4
2017-05-03,23:08:30,7.2,73.6
2017-05-03,23:08:51,7.9,71.4
2017-05-03,23:09:13,7.8,70.4
2017-05-03,23:09:35,7.9,70.4
2017-05-03,23:09:56,9,70.9
2017-05-03,23:10:18,9.5,73.1
2017-05-03,23:10:40,9.7,75.8
2017-05-03,23:11:01,10.3,76.3
2017-05-03,23:11:23,10.8,77.4
2017-05-03,23:11:45,11,71.4
2017-05-03,23:12:06,11.8,70.4
2017-05-03,23:12:27,3,68.8
2017-05-03,23:12:49,2.5,67.7
2017-05-03,23:13:11,2,67.7
2017-05-03,23:13:33,2.5,67.7
2017-05-03,23:13:54,2.6,67.7
2017-05-03,23:14:16,2.7,67.1
2017-05-03,23:14:37,2.6,66.6
2017-05-03,23:14:58,2.5,66.6
2017-05-03,23:15:20,2.5,66.1
2017-05-03,23:15:42,2.7,66.6
2017-05-03,23:16:03,2.6,66.6
2017-05-03,23:16:24,2.6,65.5
2017-05-03,23:16:45,2.4,66.1
2017-05-03,23:17:07,2.5,66.6
2017-05-03,23:17:28,1.8,65.5
2017-05-03,23:17:49,2.8,65
2017-05-03,23:18:11,2.9,64.5
2017-05-03,23:18:32,2.4,65.5
2017-05-03,23:18:53,2.6,65.5
